,Brand,Model,Ram,Rom,Processor,Price Category,Processor Type,Rom Type,Price  (₹),Website,Ram - b,Processor Type - b,Price Category - b
161,Lenovo,Lenovo DCIN IdeaPad 3 Laptop ,8GB,512GB SSD,10th Gen Intel Core i5,Budget Laptop,Intel,Solid State Drive,47799,RelianceDigital.com,1,0,1
162,Lenovo,Lenovo DPIN Yoga 6 Convertible ,16GB,1TB SSD,AMD Ryzen 7,High End Laptop,AMD,Solid State Drive,81999,RelianceDigital.com,2,1,0
163,Lenovo,Lenovo BPIN IdeaPad 3 Gaming Laptop ,8GB,512GB SSD,10th Gen Intel Core i5,Budget Laptop,Intel,Solid State Drive,49999,RelianceDigital.com,1,0,1
164,Lenovo,Lenovo 8AIN IdeaPad 5 Laptop ,16GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,59999,RelianceDigital.com,2,0,2
165,Lenovo,Lenovo 59IN IdeaPad Flex 5 Convertible ,16GB,512GB SSD,11th Gen Intel Core i7,High End Laptop,Intel,Solid State Drive,81999,RelianceDigital.com,2,0,0
166,AVITA,AVITA PURA E NS14A6ING541 Laptop ,8GB,256GB SSD,AMD A6-9220e,Budget Laptop,AMD,Solid State Drive,25999,RelianceDigital.com,1,1,1
167,Dell,Dell 3511 Inspiron 15 ,8GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,56499,RelianceDigital.com,1,0,2
168,Dell,Dell 3511 Inspiron 15 ,8GB,1TB HDD + 256GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Hard Disk Drive & Solid State Drive,57999,RelianceDigital.com,1,0,2
169,Lenovo,Lenovo BJIN IdeaPad Silm 3 Laptop ,8GB,512GB SSD,10th Gen Intel Core i5,Budget Laptop,Intel,Solid State Drive,47799,RelianceDigital.com,1,0,1
170,Asus,Asus HZ084TS ROG Zephyrus G14 Gaming Laptop ,8GB,512GB SSD,AMD Ryzen 7,High End Laptop,AMD,Solid State Drive,72999,RelianceDigital.com,1,1,0
171,HP,HP 14s-ef1000tu Laptop ,8GB,512GB SSD,11th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,45999,RelianceDigital.com,1,0,1
172,Asus,Asus L502WS Laptop ,8GB,1TB HDD + 256GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Hard Disk Drive & Solid State Drive,62999,RelianceDigital.com,1,0,2
173,Dell,Dell 3400 Vostro Laptop ,8GB,1TB HDD + 256GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Hard Disk Drive & Solid State Drive,58999,RelianceDigital.com,1,0,2
174,Dell,Dell Inspiron 15 3511 Laptop ,16GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,63999,RelianceDigital.com,2,0,2
175,HP,HP 14-dy1010TU Pavilion x360 Convertible Laptop ,16GB,512GB SSD,11th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,73999,RelianceDigital.com,2,0,0
176,HP,HP 15-DU3517TU Laptop ,8GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,52999,RelianceDigital.com,1,0,2
177,Asus,Asus L303WS Laptop ,8GB,256GB SSD,11th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,46999,RelianceDigital.com,1,0,1
178,Lenovo,Lenovo 8QIN Ideapad Slim 3 Laptop ,8GB,256GB SSD,10th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,31999,RelianceDigital.com,1,0,1
179,HP,HP ay1038a Envy 13 Convertible Laptop ,16GB,512GB SSD,AMD Ryzen 5,High End Laptop,AMD,Solid State Drive,81999,RelianceDigital.com,2,1,0
180,Dell,Dell 3511 Inspiron 15 Standard Laptop ,8GB,512GB SSD,11th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,45999,RelianceDigital.com,1,0,1
181,Dell,Dell 3511 Inspiron 15 Standard Laptop ,8GB,256GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,55999,RelianceDigital.com,1,0,2
182,Dell,Dell 3515 Inspiron 15 Standard Laptop ,8GB,256GB SSD,AMD Ryzen 5,Budget Laptop,AMD,Solid State Drive,45499,RelianceDigital.com,1,1,1
183,Dell,Dell 3511 Inspiron 15 Standard Laptop ,8GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,64499,RelianceDigital.com,1,0,2
184,HP,HP 14-eb0019TX Envy Gaming Laptop ,16GB,512GB SSD,11th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,81999,RelianceDigital.com,2,0,0
185,HP,HP 14-eb0021TX Envy Gaming Laptop ,16GB,1TB SSD,11th Gen Intel Core i7,High End Laptop,Intel,Solid State Drive,109999,RelianceDigital.com,2,0,0
186,HP,HP 14-ea0538TU Spectre x360 Convertible Laptop ,16GB,512GB SSD,11th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,104999,RelianceDigital.com,2,0,0
187,HP,HP 15-eh1103AU Pavilion Laptop ,16GB,512GB SSD,AMD Ryzen 5,Mid Range Laptop,AMD,Solid State Drive,62999,RelianceDigital.com,2,1,2
188,Lenovo,Lenovo DFIN Ideapad 3 Laptop ,8GB,512GB SSD,10th Gen Intel Core i5,Budget Laptop,Intel,Solid State Drive,45490,RelianceDigital.com,1,0,1
189,HP,HP 15s-dy3501TU Laptop ,8GB,512GB SSD,11th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,39999,RelianceDigital.com,1,0,1
190,Dell,Dell 7415 Inspiron 14 Convertible Laptop ,8GB,512GB SSD,AMD Ryzen 5,Mid Range Laptop,AMD,Solid State Drive,68999,RelianceDigital.com,1,1,2
191,Dell,Dell 3515 Inspiron 15 Laptop ,8GB,256GB SSD,AMD Ryzen 5,Budget Laptop,AMD,Solid State Drive,45799,RelianceDigital.com,1,1,1
192,Lenovo,Lenovo 5DIN IdeaPad Flex 5 Convertible Laptop ,8GB,256GB SSD,11th Gen Intel Core i3,Mid Range Laptop,Intel,Solid State Drive,52499,RelianceDigital.com,1,0,2
193,Lenovo,Lenovo DCIN IdeaPad 5 Pro Laptop ,16GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,64999,RelianceDigital.com,2,0,2
194,Lenovo,Lenovo VXIN IdeaPad Flex 5 Convertible Laptop ,8GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,66999,RelianceDigital.com,1,0,2
195,Lenovo,Lenovo DWIN IdeaPad 3 Laptop ,8GB,256GB SSD,11th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,36499,RelianceDigital.com,1,0,1
196,Lenovo,Lenovo UPIN IdeaPad 3 Laptop ,4GB,256GB SSD,Intel Celeron,Budget Laptop,AMD,Solid State Drive,27980,RelianceDigital.com,0,1,1
197,Lenovo,Lenovo W2IN IdeaPad Flex 5 Convertible Laptop ,8GB,512GB SSD,11th Gen Intel Core i3,Mid Range Laptop,Intel,Solid State Drive,55499,RelianceDigital.com,1,0,2
198,Microsoft,Microsoft E4K-00014 Surface Pro X Convertible Laptop ,8GB,128GB SSD,Microsoft SQ 1,High End Laptop,AMD,Solid State Drive,89990,RelianceDigital.com,1,1,0
199,Asus,Asus EB582TS Laptop ,16GB,512GB SSD + 32GB Intel Optane Memory,10th Gen Intel Core i5,Budget Laptop,Intel,Solid State Drive & Intel Optane Memory,48999,RelianceDigital.com,2,0,1
200,Asus,Asus ROG Zephyrus G14 Gaming Laptop ,16GB,1TB SSD,AMD Ryzen 9,High End Laptop,AMD,Solid State Drive,142999,RelianceDigital.com,2,1,0
201,Apple,Apple Z11C MacBook Pro ,8GB,512GB,Apple M1 Chip,High End Laptop,Apple,Solid State Drive,162900,RelianceDigital.com,1,2,0
202,Asus,Asus HN084WS ROG Strix G15 ,16GB,1TB SSD,AMD Ryzen 7,High End Laptop,AMD,Solid State Drive,113999,RelianceDigital.com,2,1,0
203,Acer,Acer AN515-58 Nitro 5 Gaming Laptop ,8GB,512GB SSD,12th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,84690,RelianceDigital.com,1,0,0
204,Samsung,Samsung Galaxy Book Go Laptop ,4GB,128GB SSD,Qualcomm Snapdragon 7C,Budget Laptop,AMD,Solid State Drive,35999,RelianceDigital.com,0,1,1
205,Samsung,Samsung Galaxy Book2 Pro Laptop ,16GB,512GB,12th Gen Intel Core i7,High End Laptop,Intel,Solid State Drive,124999,RelianceDigital.com,2,0,0
206,Samsung,Samsung Galaxy Book2 Pro Laptop ,8GB,512GB,12th Gen Intel Core i7,High End Laptop,Intel,Solid State Drive,114999,RelianceDigital.com,1,0,0
207,Lenovo,Lenovo MBIN Yoga Slim 7 Laptop ,16GB,512GB SSD,11th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,71999,RelianceDigital.com,2,0,0
208,Lenovo,Lenovo UWIN Ideapad G3 Gaming Laptop ,8GB,512GB SSD,AMD Ryzen 5,Mid Range Laptop,AMD,Solid State Drive,67999,RelianceDigital.com,1,1,2
209,Samsung,Samsung Galaxy Book2 360 Convertible Laptop ,16GB,512GB,12th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,96999,RelianceDigital.com,2,0,0
210,Samsung,Samsung Galaxy Book2 Pro 360 Convertible Laptop ,16GB,512GB,12th Gen Intel Core i7,High End Laptop,Intel,Solid State Drive,120999,RelianceDigital.com,2,0,0
211,Asus,Asus ROG Strix G15 G513 ,16GB,1TB SSD,AMD Ryzen 7,High End Laptop,AMD,Solid State Drive,123999,RelianceDigital.com,2,1,0
212,HP,HP 15-EG2019TX Pavilion Laptop ,16GB,512GB SSD,12th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,75999,RelianceDigital.com,2,0,0
213,Dell,Dell 5410 Inspiron 14 2-IN-1 Convertible Laptop ,16GB,512GB SSD,11th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,75999,RelianceDigital.com,2,0,0
214,HP,HP 16-d0302TX Victus Gaming Laptop ,8GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,63999,RelianceDigital.com,1,0,2
215,Asus,Asus VivoBook S 15 L501WS Laptop ,8GB,512GB SSD,12th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,74999,RelianceDigital.com,1,0,0
216,Dell,Dell Vostro 3400  Laptop ,8GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,51999,RelianceDigital.com,1,0,2
217,Asus,Asus HX070T TUF Gaming Laptop ,8GB,1TB SSD,11th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,76999,RelianceDigital.com,1,0,0
218,Asus,Asus GJ001W Laptop ,8GB,128GB eMMC,Intel Celeron,Budget Laptop,Intel,Embedded Multimedia Card,22990,RelianceDigital.com,1,0,1
219,HP,HP Pavilion 14-dv1000TU Pavilion Laptop ,8GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,60400,RelianceDigital.com,1,0,2
220,HP,HP Pavilion 14-DY1048TU Convertible x360 Laptop ,16GB,512GB SSD,11th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,72999,RelianceDigital.com,2,0,0
221,Dell,Dell Inspiron 3511 Laptop ,8GB,512GB SSD,11th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,43999,RelianceDigital.com,1,0,1
222,Dell,Dell 3400 Vostro Laptop ,8GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,50499,RelianceDigital.com,1,0,2
223,HP,HP Envy 13-ay1040AU Convertible x360 Laptop ,16GB,1TB SSD,AMD Ryzen 7,High End Laptop,AMD,Solid State Drive,96999,RelianceDigital.com,2,1,0
224,HP,HP Pavilion 15-eg2002TU Laptop ,16GB,512GB SSD,Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,69999,RelianceDigital.com,2,0,2
225,HP,HP 13-ba1505TX Envy Laptop ,16GB,1TB SSD,11th Gen Intel Core i7,High End Laptop,Intel,Solid State Drive,93999,RelianceDigital.com,2,0,0
226,HP,HP Pavilion 15-EH2024AU laptop ,16GB,512GB SSD,AMD Ryzen 5,Mid Range Laptop,AMD,Solid State Drive,63999,RelianceDigital.com,2,1,2
227,Lenovo,Lenovo 90IN Ideapad Flex 5 Convertible Laptop ,8GB,256GB SSD,11th Gen Intel Core i3,Mid Range Laptop,Intel,Solid State Drive,52499,RelianceDigital.com,1,0,2
228,Lenovo,Lenovo 68IN Ideapad G3 Gaming Laptop ,8GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,66999,RelianceDigital.com,1,0,2
229,Asus,Asus HN309W TUF Gaming F15 Gaming Laptop ,16GB,512GB SSD,10th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,61999,RelianceDigital.com,2,0,2
230,Samsung,Samsung Galaxy Book2 Pro 360 Convertible Laptop ,16GB,512GB,12th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,115999,RelianceDigital.com,2,0,0
231,Samsung,Samsung Galaxy Book2 360 Convertible Laptop ,16GB,512GB,12th Gen Intel Core i7,High End Laptop,Intel,Solid State Drive,105999,RelianceDigital.com,2,0,0
232,Acer,Acer A315-23 Aspire 3 Laptop ,8GB,256GB SSD,AMD Ryzen 3,Budget Laptop,AMD,Solid State Drive,29990,RelianceDigital.com,1,1,1
233,Asus,Asus HX030WS TUF F17 Gaming Laptop ,16GB,1TB SSD,12th Gen Intel Core i7,High End Laptop,Intel,Solid State Drive,137999,RelianceDigital.com,2,0,0
234,Acer,Acer A315-58 Aspire 3 Laptop ,8GB,512GB SSD,11th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,38490,RelianceDigital.com,1,0,1
235,Lenovo,Lenovo IdeaPad 3 L1IN Laptop ,16GB,512GB SSD,11th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,37999,RelianceDigital.com,2,0,1
236,Dell,Dell Inspiron 3511 Laptop ,16GB,512GB SSD,11th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,47999,RelianceDigital.com,2,0,1
237,Dell,Dell Inspiron 3515 Laptop ,16GB,1TB HDD + 256GB SSD,AMD Ryzen 3,Budget Laptop,AMD,Hard Disk Drive & Solid State Drive,41999,RelianceDigital.com,2,1,1
238,Dell,Dell Vostro 3405 Laptop ,8GB,512GB SSD,AMD Ryzen 3,Budget Laptop,AMD,Solid State Drive,39999,RelianceDigital.com,1,1,1
239,Dell,Dell 3515 Inspiron 15 Standard Laptop ,16GB,1TB HDD + 256GB SSD,AMD Ryzen 5,Budget Laptop,AMD,Hard Disk Drive & Solid State Drive,48999,RelianceDigital.com,2,1,1
240,Asus,Asus HN036WS TUF Dash F15 Gaming Laptop ,8GB,512GB SSD,12th Gen Intel Core i7,High End Laptop,Intel,Solid State Drive,114999,RelianceDigital.com,1,0,0
241,Dell,Dell Vostro 3400 Laptop ,8GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,55499,RelianceDigital.com,1,0,2
242,AVITA,Avita Essential Laptop ,4GB,256GB SSD,Intel Celeron,Budget Laptop,Intel,Solid State Drive,22999,RelianceDigital.com,0,0,1
243,Dell,Dell 3511 Inspiron 15 Laptop ,8GB,1TB HDD + 256GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Hard Disk Drive & Solid State Drive,54999,RelianceDigital.com,1,0,2
244,Asus,Asus KM731WS ZenBook 14  Laptop ,16GB,512GB SSD,12th Gen Intel Core i7,High End Laptop,Intel,Solid State Drive,104999,RelianceDigital.com,2,0,0
245,Dell,Dell 5520 G15 Gaming Laptop ,16GB,512GB SSD,12th Gen Intel Core i7,High End Laptop,Intel,Solid State Drive,137999,RelianceDigital.com,2,0,0
246,Dell,Dell 3511 Inspiron Laptop ,16GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,69999,RelianceDigital.com,2,0,2
247,Acer,Acer Aspire 3 Laptop ,16GB,256GB SSD,AMD Athlon,Budget Laptop,AMD,Solid State Drive,24990,RelianceDigital.com,2,1,1
248,Dell,Dell 5410 Inspiron 14 2-in-1 Convertible Laptop ,16GB,512GB SSD,11th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,70999,RelianceDigital.com,2,0,0
249,Dell,Dell 3511 Inspiron 15 Standard Laptop ,16GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,66999,RelianceDigital.com,2,0,2
250,Dell,Dell 3515 Inspiron 15 Standard Laptop ,16GB,1TB HDD + 256GB SSD,AMD Ryzen 5,Budget Laptop,AMD,Hard Disk Drive & Solid State Drive,49999,RelianceDigital.com,2,1,1
251,Dell,Dell 5410 Inspiron 14 2-in-1 Convertible Laptop ,16GB,512GB SSD,11th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,83999,RelianceDigital.com,2,0,0
252,Asus,Asus E210MA-GJ002W Laptop ,4GB,128GB eMMC,Intel Celeron,Budget Laptop,Intel,Embedded Multimedia Card,22990,RelianceDigital.com,0,0,1
253,Dell,Dell 3515 Inspiron 15  Laptop ,8GB,512GB SSD,AMD Ryzen 5,Budget Laptop,AMD,Solid State Drive,48999,RelianceDigital.com,1,1,1
254,Dell,Dell Vostro 3500 Laptop ,8GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,57999,RelianceDigital.com,1,0,2
255,Dell,Dell 5410 Inspiron 14 2-in-1 Convertible Laptop ,4GB,512GB SSD,11th Gen Intel Core i7,High End Laptop,Intel,Solid State Drive,88999,RelianceDigital.com,0,0,0
256,Dell,Dell 3515 Inspiron 15 Standard Laptop ,16GB,512GB SSD,AMD Ryzen 5,Mid Range Laptop,AMD,Solid State Drive,50499,RelianceDigital.com,2,1,2
257,Dell,Dell 3515 Inspiron 15 Standard Laptop ,8GB,1TB HDD,AMD Ryzen 5,Mid Range Laptop,AMD,Hard Disk Drive,52999,RelianceDigital.com,1,1,2
258,HP,HP Pavilion 15-dk2100TX Gaming Laptop ,8GB,1TB HDD + 256GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Hard Disk Drive & Solid State Drive,66999,RelianceDigital.com,1,0,2
259,Asus,Asus HN072WS TUF F15 Gaming Laptop ,8GB,1TB SSD,12th Gen Intel Core i7,High End Laptop,Intel,Solid State Drive,123999,RelianceDigital.com,1,0,0
260,Asus,Asus HX021W ROG Strix G17 ,16GB,512GB SSD,AMD Ryzen 7,High End Laptop,AMD,Solid State Drive,109999,RelianceDigital.com,2,1,0
261,Asus,Asus VivoBook S 15 L701WS Laptop ,16GB,512GB SSD,12th Gen Intel Core i7,High End Laptop,Intel,Solid State Drive,94999,RelianceDigital.com,2,0,0
262,Asus,Asus HN124W TUF A15 Gaming Laptop ,16GB,512GB,AMD Ryzen 9,High End Laptop,AMD,Solid State Drive,99999,RelianceDigital.com,2,1,0
263,Asus,Asus HQ275WS ROG Strix G15 Gaming Laptop ,8GB,1TB SSD,AMD Ryzen 7,High End Laptop,AMD,Solid State Drive,151999,RelianceDigital.com,1,1,0
264,Asus,Asus HN356W TUF F15 Gaming Laptop ,16GB,512GB SSD,10th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,61999,RelianceDigital.com,2,0,2
265,Asus,Asus ROG Strix G15 G513 Gaming Laptop ,8GB,1TB SSD,AMD Ryzen 9,High End Laptop,AMD,Solid State Drive,119999,RelianceDigital.com,1,1,0
266,HP,HP 14-DY0208TU Pavilion x360 Convertible Laptop ,8GB,512GB SSD,11th Gen Intel Core i3,Mid Range Laptop,Intel,Solid State Drive,57999,RelianceDigital.com,1,0,2
267,Lenovo,Lenovo 7HIN IdeaPad 3 Laptop ,8GB,512GB SSD,AMD Ryzen 5,Budget Laptop,AMD,Solid State Drive,47999,RelianceDigital.com,1,1,1
268,HP,HP 15-eh2025au Laptop ,16GB,512GB SSD,AMD Ryzen 5,Mid Range Laptop,AMD,Solid State Drive,57999,RelianceDigital.com,2,1,2
269,HP,HP  Victus 16-d0354TX Gaming Laptop ,8GB,512GB SSD,11th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,75499,RelianceDigital.com,1,0,0
270,Asus,Asus HN075WS TUF A15 Gaming Laptop ,16GB,512GB SSD,AMD Ryzen 7,High End Laptop,AMD,Solid State Drive,82999,RelianceDigital.com,2,1,0
271,HP,HP Pavilion 15-EG2039TU Laptop ,4GB,1TB SSD,12th Gen Intel Core i7,High End Laptop,Intel,Solid State Drive,86999,RelianceDigital.com,0,0,0
272,Asus,Asus KM045WS VivoBook Pro 14 ,16GB,512GB SSD,AMD Ryzen 7,High End Laptop,AMD,Solid State Drive,89999,RelianceDigital.com,2,1,0
273,Lenovo,Lenovo 0FIN Yoga 6 Convertible Laptop ,16GB,512GB SSD,AMD Ryzen 7,High End Laptop,AMD,Solid State Drive,74999,RelianceDigital.com,2,1,0
274,Dell,Dell Inspiron 3515 Laptop ,8GB,512GB SSD,AMD Ryzen 5,Budget Laptop,AMD,Solid State Drive,47999,RelianceDigital.com,1,1,1
275,Apple,Apple MNEQ3HNA MacBook Pro ,8GB,512GB,Apple M2 chip,High End Laptop,Apple,Solid State Drive,149900,RelianceDigital.com,1,2,0
276,Dell,Dell 3511 Inspiron 15 Laptop ,8GB,256GB SSD,11th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,42999,RelianceDigital.com,1,0,1
277,Acer,Acer A515-56 Aspire 5 Laptop ,8GB,512GB SSD,11th Gen Intel Core i5,Budget Laptop,Intel,Solid State Drive,48999,RelianceDigital.com,1,0,1
278,HP,HP Pavilion 15-eg2035TU Laptop ,8GB,512GB SSD,12th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,72999,RelianceDigital.com,1,0,0
279,Acer,Acer SF314-511 Swift 3 Laptop ,8GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,59750,RelianceDigital.com,1,0,2
280,Apple,Apple Z124 MacBook Air ,8GB,256GB,Apple M1 Chip,High End Laptop,Apple,Solid State Drive,112900,RelianceDigital.com,1,2,0
281,Asus,Asus K2067TS ROG Zephyrus G14 Gaming Laptop ,8GB,1TB SSD,AMD Ryzen 7,High End Laptop,AMD,Solid State Drive,72999,RelianceDigital.com,1,1,0
282,Asus,Asus L513WS VivoBook K15 Laptop ,16GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,64999,RelianceDigital.com,2,0,2
283,Apple,Apple MNEH3HNA MacBook Pro ,8GB,512GB,Apple M2 chip,High End Laptop,Apple,Solid State Drive,129900,RelianceDigital.com,1,2,0
284,Apple,Apple MNEJ3HNA MacBook Pro ,8GB,512GB,Apple M2 chip,High End Laptop,Apple,Solid State Drive,149900,RelianceDigital.com,1,2,0
285,Apple,Apple MNEH3HNA MacBook Pro ,8GB,256GB,Apple M2 chip,High End Laptop,Apple,Solid State Drive,129900,RelianceDigital.com,1,2,0
286,Asus,Asus K2331TS ROG Zephyrus G14 Gaming Laptop ,16GB,1TB SSD,AMD Ryzen 9,High End Laptop,AMD,Solid State Drive,142999,RelianceDigital.com,2,1,0
287,Asus,Asus EC312WS VivoBook Flip 14 Convertible Laptop,8GB,512GB SSD,11th Gen Intel Core i3,Mid Range Laptop,Intel,Solid State Drive,51999,RelianceDigital.com,1,0,2
288,Asus,Asus KM531WS ZenBook 14 Laptop ,16GB,512GB SSD,12th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,89999,RelianceDigital.com,2,0,0
289,Dell,Dell G15 Gaming Laptop ,16GB,512GB SSD,12th Gen Intel Core i7,High End Laptop,Intel,Solid State Drive,112999,RelianceDigital.com,2,0,0
290,Dell,Dell 5410 Inspiron 14 2-in-1 Convertible Laptop ,8GB,256GB SSD,11th Gen Intel Core i3,Mid Range Laptop,Intel,Solid State Drive,53999,RelianceDigital.com,1,0,2
291,Dell,Dell 5511 G15 Gaming Laptop ,8GB,512GB SSD,11th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,77999,RelianceDigital.com,1,0,0
292,Asus,Asus LD123WS ROG Flow Z13 Gaming Laptop ,16GB,512GB SSD,12th Gen Intel Core i7,High End Laptop,Intel,Solid State Drive,171999,RelianceDigital.com,2,0,0
293,Dell,Dell 5410 Inspiron 14 2-IN-1 Convertible Laptop ,8GB,512GB SSD,11th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,79499,RelianceDigital.com,1,0,0
294,Asus,Asus HP702WS ZenBook Flip 13 2-in-1 Convertible Laptop ,16GB,512GB SSD,11th Gen Intel Core i7,High End Laptop,Intel,Solid State Drive,106999,RelianceDigital.com,2,0,0
295,Lenovo,Lenovo 8JIN IdeaPad Slim 3 Laptop ,4GB,256GB SSD,10th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,30999,RelianceDigital.com,0,0,1
296,HP,HP Pavilion 14-dv1001TU laptop,16GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,67990,RelianceDigital.com,2,0,2
297,HP,HP 14s-dr4000TU Laptop ,16GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,53999,RelianceDigital.com,2,0,2
298,Dell,Dell G15 5511 Gaming Laptop ,16GB,512GB SSD,11th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,75999,RelianceDigital.com,2,0,0
299,Asus,Asus HN036WS TUF Dash F15 Gaming Laptop ,8GB,512GB SSD,12th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,90999,RelianceDigital.com,1,0,0
300,Asus,Asus LD049WS ROG Flow Z13 Gaming Laptop ,8GB,512GB SSD,12th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,136999,RelianceDigital.com,1,0,0
301,HP,HP 14-dv1002TU Pavilion Thin & Light Laptop ,8GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,67400,RelianceDigital.com,1,0,2
302,HP,HP 15s-du3039TU Laptop ,8GB,1TB HDD,11th Gen Intel Core i3,Budget Laptop,Intel,Hard Disk Drive,39999,RelianceDigital.com,1,0,1
303,Lenovo,Lenovo UXIN IdeaPad Gaming 3 Laptop ,8GB,1TB HDD,AMD Ryzen 5,Mid Range Laptop,AMD,Hard Disk Drive,63990,RelianceDigital.com,1,1,2
304,Lenovo,Lenovo 5JIN Yoga 9 Convertible Laptop ,16GB,1TB SSD,11th Gen Intel Core i7,High End Laptop,Intel,Solid State Drive,174999,RelianceDigital.com,2,0,0
305,Lenovo,Lenovo Legion 5 Pro 16ITH6H Laptop ,16GB,1TB SSD,11th Gen Intel Core i7,High End Laptop,Intel,Solid State Drive,159999,RelianceDigital.com,2,0,0
306,HP,HP 15s-du3060TX Laptop ,8GB,1TB HDD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Hard Disk Drive,59499,RelianceDigital.com,1,0,2
307,Lenovo,Lenovo K0IN IdeaPad Slim 5i Laptop ,8GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,64990,RelianceDigital.com,1,0,2
308,Lenovo,Lenovo ADIN IdeaPad Slim 5 Laptop ,8GB,512GB SSD,AMD Ryzen 7,Mid Range Laptop,AMD,Solid State Drive,59499,RelianceDigital.com,1,1,2
309,Asus,Asus EJ311TS Laptop ,4GB,1TB HDD,10th Gen Intel Core i3,Budget Laptop,Intel,Hard Disk Drive,29980,RelianceDigital.com,0,0,1
310,HP,HP 14a-na0003tu ChromeBook ,4GB,64GB eMMC,Intel Celeron,Budget Laptop,Intel,Embedded Multimedia Card,24999,RelianceDigital.com,0,0,1
